Id,IndicatorCode,SpatialDim,SpatialValueCode,TimeDim_year,Value,NumericValue,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28473957,MDG_0000000025,DNK,COK,2005,100,100,2022-05-09T15:22:20Z,2005,1/1/2005,12/31/2005
28473958,MDG_0000000025,DNK,COK,2008,100,100,2022-05-09T15:22:20Z,2008,1/1/2008,12/31/2008
28473959,MDG_0000000025,DNK,COK,2009,100,100,2022-05-09T15:22:20Z,2009,1/1/2009,12/31/2009
28473960,MDG_0000000025,DOM,CRI,2000,96.6,96.6,2022-05-09T15:22:20Z,1999-2000,1/1/1999,12/31/2000
28473961,MDG_0000000025,DOM,CRI,2001,98,98,2022-05-09T15:22:20Z,2001,1/1/2001,12/31/2001
28473962,MDG_0000000025,DOM,CRI,2002,98.5,98.5,2022-05-09T15:22:20Z,2002,1/1/2002,12/31/2002
28473963,MDG_0000000025,DOM,CRI,2003,98.2,98.2,2022-05-09T15:22:21Z,2003,1/1/2003,12/31/2003
28473964,MDG_0000000025,DOM,CRI,2004,98.5,98.5,2022-05-09T15:22:21Z,2004,1/1/2004,12/31/2004
28473965,MDG_0000000025,DOM,CRI,2005,98.5,98.5,2022-05-09T15:22:21Z,2005,1/1/2005,12/31/2005
28473966,MDG_0000000025,DOM,CRI,2006,98.6,98.6,2022-05-09T15:22:21Z,2006,1/1/2006,12/31/2006
28473967,MDG_0000000025,DOM,CRI,2007,98.7,98.7,2022-05-09T15:22:21Z,2007,1/1/2007,12/31/2007
28473968,MDG_0000000025,DOM,CRI,2008,99.1,99.1,2022-05-09T15:22:21Z,2008,1/1/2008,12/31/2008
28473969,MDG_0000000025,DOM,CRI,2009,99.1,99.1,2022-05-09T15:22:21Z,2009,1/1/2009,12/31/2009
28473970,MDG_0000000025,DOM,CRI,2010,95.3,95.3,2022-05-09T15:22:21Z,2010,1/1/2010,12/31/2010
28473971,MDG_0000000025,DOM,CRI,2011,98.4,98.4,2022-05-09T15:22:21Z,2011,1/1/2011,12/31/2011
28473972,MDG_0000000025,DZA,CRI,2012,98.9,98.9,2022-05-09T15:22:21Z,2012,1/1/2012,12/31/2012
28473973,MDG_0000000025,DZA,CRI,2013,99,99,2022-05-09T15:22:21Z,2013,1/1/2013,12/31/2013
28473974,MDG_0000000025,DZA,CRI,2014,99.2,99.2,2022-05-09T15:22:21Z,2014,1/1/2014,12/31/2014
28473975,MDG_0000000025,DZA,CRI,2015,90,90,2022-05-09T15:22:21Z,2015,1/1/2015,12/31/2015
28473976,MDG_0000000025,DZA,CRI,2016,98.8,98.8,2022-05-09T15:22:21Z,2016,1/1/2016,12/31/2016
28473977,MDG_0000000025,DZA,CRI,2017,98.7,98.7,2022-05-09T15:22:21Z,2017,1/1/2017,12/31/2017
28473978,MDG_0000000025,DZA,CRI,2018,98.5,98.5,2022-05-09T15:22:21Z,2018,1/1/2018,12/31/2018
28473979,MDG_0000000025,DZA,CRI,2019,99,99,2022-05-09T15:22:21Z,2019,1/1/2019,12/31/2019
28473980,MDG_0000000025,DZA,HRV,2000,99.9,99.9,2022-05-09T15:22:21Z,2000,1/1/2000,12/31/2000
28473981,MDG_0000000025,DZA,HRV,2001,99.9,99.9,2022-05-09T15:22:21Z,2001,1/1/2001,12/31/2001
28473982,MDG_0000000025,DZA,HRV,2002,99.9,99.9,2022-05-09T15:22:21Z,2002,1/1/2002,12/31/2002
28473983,MDG_0000000025,DZA,HRV,2003,99.9,99.9,2022-05-09T15:22:21Z,2003,1/1/2003,12/31/2003
28473984,MDG_0000000025,ECU,HRV,2004,99.9,99.9,2022-05-09T15:22:21Z,2004,1/1/2004,12/31/2004
28473985,MDG_0000000025,ECU,HRV,2005,99.9,99.9,2022-05-09T15:22:21Z,2005,1/1/2005,12/31/2005
28473986,MDG_0000000025,ECU,HRV,2006,99.9,99.9,2022-05-09T15:22:21Z,2006,1/1/2006,12/31/2006
28473987,MDG_0000000025,ECU,HRV,2007,99.9,99.9,2022-05-09T15:22:21Z,2007,1/1/2007,12/31/2007
28473988,MDG_0000000025,ECU,HRV,2008,99.9,99.9,2022-05-09T15:22:21Z,2008,1/1/2008,12/31/2008
28473989,MDG_0000000025,ECU,HRV,2009,99.9,99.9,2022-05-09T15:22:21Z,2009,1/1/2009,12/31/2009
28473990,MDG_0000000025,ECU,HRV,2010,99.9,99.9,2022-05-09T15:22:21Z,2010,1/1/2010,12/31/2010
28473991,MDG_0000000025,ECU,HRV,2011,99.9,99.9,2022-05-09T15:22:21Z,2011,1/1/2011,12/31/2011
28473992,MDG_0000000025,ECU,HRV,2012,99.9,99.9,2022-05-09T15:22:21Z,2012,1/1/2012,12/31/2012
28473993,MDG_0000000025,ECU,HRV,2013,99.9,99.9,2022-05-09T15:22:21Z,2013,1/1/2013,12/31/2013
28473994,MDG_0000000025,ECU,HRV,2014,99.9,99.9,2022-05-09T15:22:21Z,2014,1/1/2014,12/31/2014
28473995,MDG_0000000025,ECU,HRV,2015,99.9,99.9,2022-05-09T15:22:21Z,2015,1/1/2015,12/31/2015
28473996,MDG_0000000025,EGY,HRV,2016,99.9,99.9,2022-05-09T15:22:21Z,2016,1/1/2016,12/31/2016
28473997,MDG_0000000025,EGY,HRV,2017,99.9,99.9,2022-05-09T15:22:21Z,2017,1/1/2017,12/31/2017
28473998,MDG_0000000025,EGY,HRV,2019,100,99.96,2022-05-09T15:22:21Z,2019,1/1/2019,12/31/2019
28473999,MDG_0000000025,EGY,CUB,2000,99.9,99.9,2022-05-09T15:22:21Z,2000,1/1/2000,12/31/2000
28474000,MDG_0000000025,EGY,CUB,2001,99.9,99.9,2022-05-09T15:22:21Z,2001,1/1/2001,12/31/2001
28474001,MDG_0000000025,EGY,CUB,2002,99.9,99.9,2022-05-09T15:22:21Z,2002,1/1/2002,12/31/2002
28474002,MDG_0000000025,EGY,CUB,2003,99.9,99.9,2022-05-09T15:22:21Z,2003,1/1/2003,12/31/2003
28474003,MDG_0000000025,EGY,CUB,2004,99.9,99.9,2022-05-09T15:22:21Z,2004,1/1/2004,12/31/2004
28474004,MDG_0000000025,EGY,CUB,2005,99.9,99.9,2022-05-09T15:22:21Z,2005,1/1/2005,12/31/2005
28474005,MDG_0000000025,EGY,CUB,2006,99.9,99.9,2022-05-09T15:22:21Z,2006,1/1/2006,12/31/2006
28474006,MDG_0000000025,EGY,CUB,2007,99.9,99.9,2022-05-09T15:22:21Z,2007,1/1/2007,12/31/2007
28474007,MDG_0000000025,EGY,CUB,2008,99.9,99.9,2022-05-09T15:22:21Z,2008,1/1/2008,12/31/2008
28474008,MDG_0000000025,ERI,CUB,2009,99.9,99.9,2022-05-09T15:22:21Z,2009,1/1/2009,12/31/2009
28474009,MDG_0000000025,ERI,CUB,2010,99.9,99.9,2022-05-09T15:22:21Z,2010,1/1/2010,12/31/2010
28474010,MDG_0000000025,ERI,CUB,2011,99.9,99.9,2022-05-09T15:22:21Z,2011,1/1/2011,12/31/2011
28474011,MDG_0000000025,ERI,CUB,2012,99.9,99.9,2022-05-09T15:22:21Z,2012,1/1/2012,12/31/2012
28474012,MDG_0000000025,ERI,CUB,2013,99.9,99.9,2022-05-09T15:22:21Z,2013,1/1/2013,12/31/2013
28474013,MDG_0000000025,ERI,CUB,2014,99.4,99.4,2022-05-09T15:22:22Z,2014,1/1/2014,12/31/2014
28474014,MDG_0000000025,ERI,CUB,2015,99.9,99.9,2022-05-09T15:22:22Z,2015,1/1/2015,12/31/2015
28474015,MDG_0000000025,ERI,CUB,2016,99.9,99.9,2022-05-09T15:22:22Z,2016,1/1/2016,12/31/2016
28474016,MDG_0000000025,ERI,CUB,2017,99.9,99.9,2022-05-09T15:22:22Z,2017,1/1/2017,12/31/2017
28474017,MDG_0000000025,ERI,CUB,2018,99.9,99.9,2022-05-09T15:22:22Z,2018,1/1/2018,12/31/2018
28474018,MDG_0000000025,ERI,CUB,2019,100,100,2022-05-09T15:22:22Z,2019,1/1/2019,12/31/2019
28474019,MDG_0000000025,ERI,CYP,2000,97.9,97.9,2022-05-09T15:22:22Z,2000,1/1/2000,12/31/2000
28474020,MDG_0000000025,ESP,CYP,2004,95.7,95.7,2022-05-09T15:22:22Z,2004,1/1/2004,12/31/2004
28474021,MDG_0000000025,ESP,CYP,2005,99.3,99.3,2022-05-09T15:22:22Z,2005,1/1/2005,12/31/2005
28474022,MDG_0000000025,ESP,CYP,2006,98.5,98.5,2022-05-09T15:22:22Z,2006,1/1/2006,12/31/2006
28474023,MDG_0000000025,ESP,CYP,2007,98.3,98.3,2022-05-09T15:22:22Z,2007,1/1/2007,12/31/2007
28474024,MDG_0000000025,ESP,CYP,2008,97.2,97.2,2022-05-09T15:22:22Z,2008,1/1/2008,12/31/2008
28474025,MDG_0000000025,ESP,CYP,2009,98.3,98.3,2022-05-09T15:22:22Z,2009,1/1/2009,12/31/2009
28474026,MDG_0000000025,ESP,CYP,2010,98.6,98.6,2022-05-09T15:22:22Z,2010,1/1/2010,12/31/2010
28474027,MDG_0000000025,ESP,CYP,2011,98.3,98.3,2022-05-09T15:22:22Z,2011,1/1/2011,12/31/2011
28474028,MDG_0000000025,ESP,CYP,2012,98.7,98.7,2022-05-09T15:22:22Z,2012,1/1/2012,12/31/2012
28474029,MDG_0000000025,ESP,CYP,2013,99.9,99.9,2022-05-09T15:22:22Z,2013,1/1/2013,12/31/2013
28474030,MDG_0000000025,ESP,CYP,2014,97.4,97.4,2022-05-09T15:22:22Z,2014,1/1/2014,12/31/2014
28474031,MDG_0000000025,ESP,CYP,2015,97.1,97.1,2022-05-09T15:22:22Z,2015,1/1/2015,12/31/2015
28474032,MDG_0000000025,EST,CYP,2016,95.6,95.6,2022-05-09T15:22:22Z,2016,1/1/2016,12/31/2016
28474033,MDG_0000000025,EST,CYP,2017,96,96,2022-05-09T15:22:22Z,2017,1/1/2017,12/31/2017
28474034,MDG_0000000025,EST,CYP,2018,98.3,98.3,2022-05-09T15:22:22Z,2018,1/1/2018,12/31/2018
28474035,MDG_0000000025,EST,CYP,2019,99.3,99.3,2022-05-09T15:22:22Z,2019,1/1/2019,12/31/2019
28474036,MDG_0000000025,EST,CZE,2000,99.8,99.8,2022-05-09T15:22:22Z,2000,1/1/2000,12/31/2000
28474037,MDG_0000000025,EST,CZE,2001,99.8,99.8,2022-05-09T15:22:22Z,2001,1/1/2001,12/31/2001
28474038,MDG_0000000025,EST,CZE,2002,99.8,99.8,2022-05-09T15:22:22Z,2002,1/1/2002,12/31/2002
28474039,MDG_0000000025,EST,CZE,2003,99.8,99.8,2022-05-09T15:22:22Z,2003,1/1/2003,12/31/2003
28474040,MDG_0000000025,EST,CZE,2004,99.8,99.8,2022-05-09T15:22:22Z,2004,1/1/2004,12/31/2004
28474041,MDG_0000000025,EST,CZE,2005,99.8,99.8,2022-05-09T15:22:22Z,2005,1/1/2005,12/31/2005
28474042,MDG_0000000025,EST,CZE,2006,99.7,99.7,2022-05-09T15:22:22Z,2006,1/1/2006,12/31/2006
28474043,MDG_0000000025,EST,CZE,2007,99.7,99.7,2022-05-09T15:22:22Z,2007,1/1/2007,12/31/2007
28474044,MDG_0000000025,ETH,CZE,2008,99.6,99.6,2022-05-09T15:22:22Z,2008,1/1/2008,12/31/2008
28474045,MDG_0000000025,ETH,CZE,2009,99.6,99.6,2022-05-09T15:22:22Z,2009,1/1/2009,12/31/2009
28474046,MDG_0000000025,ETH,CZE,2010,99.7,99.7,2022-05-09T15:22:22Z,2010,1/1/2010,12/31/2010
28474047,MDG_0000000025,ETH,CZE,2011,99.9,99.9,2022-05-09T15:22:22Z,2011,1/1/2011,12/31/2011
28474048,MDG_0000000025,ETH,CZE,2012,99.9,99.9,2022-05-09T15:22:22Z,2012,1/1/2012,12/31/2012
28474049,MDG_0000000025,ETH,CZE,2013,99.8,99.8,2022-05-09T15:22:22Z,2013,1/1/2013,12/31/2013
28474050,MDG_0000000025,ETH,CZE,2014,99.8,99.8,2022-05-09T15:22:22Z,2014,1/1/2014,12/31/2014
28474051,MDG_0000000025,ETH,CZE,2017,99.8,99.8,2022-05-09T15:22:22Z,2017,1/1/2017,12/31/2017
28474052,MDG_0000000025,ETH,BEN,2001,65.5,65.5,2022-05-09T15:22:22Z,2001,1/1/2001,12/31/2001
28474053,MDG_0000000025,ETH,BEN,2006,74,74,2022-05-09T15:22:22Z,2006,1/1/2006,12/31/2006
28474054,MDG_0000000025,ETH,BEN,2012,80.9,80.9,2022-05-09T15:22:22Z,2011-2012,1/1/2011,12/31/2012
28474055,MDG_0000000025,ETH,BEN,2014,77.2,77.2,2022-05-09T15:22:22Z,2014,1/1/2014,12/31/2014
28474056,MDG_0000000025,FIN,BEN,2018,78.1,78.1,2022-05-09T15:22:22Z,2017-2018,1/1/2017,12/31/2018
28474057,MDG_0000000025,FIN,DNK,2000,98.8,98.8,2022-05-09T15:22:22Z,2000,1/1/2000,12/31/2000
28474058,MDG_0000000025,FIN,DNK,2001,98.9,98.9,2022-05-09T15:22:22Z,2001,1/1/2001,12/31/2001
28474059,MDG_0000000025,FIN,DNK,2002,98.8,98.8,2022-05-09T15:22:22Z,2002,1/1/2002,12/31/2002
28474060,MDG_0000000025,FIN,DNK,2003,98.9,98.9,2022-05-09T15:22:22Z,2003,1/1/2003,12/31/2003
28474061,MDG_0000000025,FIN,DNK,2004,98.6,98.6,2022-05-09T15:22:22Z,2004,1/1/2004,12/31/2004
28474062,MDG_0000000025,FIN,DNK,2005,98.8,98.8,2022-05-09T15:22:23Z,2005,1/1/2005,12/31/2005
28474063,MDG_0000000025,FIN,DNK,2006,98.7,98.7,2022-05-09T15:22:23Z,2006,1/1/2006,12/31/2006
28474064,MDG_0000000025,FIN,DNK,2007,97.8,97.8,2022-05-09T15:22:23Z,2007,1/1/2007,12/31/2007
28474065,MDG_0000000025,FIN,DNK,2009,98.7,98.7,2022-05-09T15:22:23Z,2009,1/1/2009,12/31/2009
28474066,MDG_0000000025,FIN,DNK,2010,98.5,98.5,2022-05-09T15:22:23Z,2010,1/1/2010,12/31/2010
28474067,MDG_0000000025,FIN,DNK,2011,98.5,98.5,2022-05-09T15:22:23Z,2011,1/1/2011,12/31/2011
28474068,MDG_0000000025,FJI,DNK,2012,98.2,98.2,2022-05-09T15:22:23Z,2012,1/1/2012,12/31/2012
28474069,MDG_0000000025,FJI,DNK,2013,96.3,96.3,2022-05-09T15:22:23Z,2013,1/1/2013,12/31/2013
28474070,MDG_0000000025,FJI,DNK,2014,95.9,95.9,2022-05-09T15:22:23Z,2014,1/1/2014,12/31/2014
28474071,MDG_0000000025,FJI,DNK,2015,95.4,95.4,2022-05-09T15:22:23Z,2015,1/1/2015,12/31/2015
28474072,MDG_0000000025,FJI,DNK,2016,94.4,94.4,2022-05-09T15:22:23Z,2016,1/1/2016,12/31/2016
28474073,MDG_0000000025,FJI,DNK,2017,95.1,95.1,2022-05-09T15:22:23Z,2017,1/1/2017,12/31/2017
28474074,MDG_0000000025,FJI,DNK,2018,95.3,95.3,2022-05-09T15:22:23Z,2018,1/1/2018,12/31/2018
28474075,MDG_0000000025,FJI,DMA,2000,100,100,2022-05-09T15:22:23Z,2000,1/1/2000,12/31/2000
28474076,MDG_0000000025,FJI,DMA,2002,100,100,2022-05-09T15:22:23Z,2002,1/1/2002,12/31/2002
28474077,MDG_0000000025,FJI,DMA,2003,100,100,2022-05-09T15:22:23Z,2003,1/1/2003,12/31/2003
28474078,MDG_0000000025,FJI,DMA,2004,100,100,2022-05-09T15:22:23Z,2004,1/1/2004,12/31/2004
28474079,MDG_0000000025,FJI,DMA,2005,99,99,2022-05-09T15:22:23Z,2005,1/1/2005,12/31/2005
28474080,MDG_0000000025,FRA,DMA,2007,94,94,2022-05-09T15:22:23Z,2007,1/1/2007,12/31/2007
28474081,MDG_0000000025,FRA,DMA,2008,100,100,2022-05-09T15:22:23Z,2008,1/1/2008,12/31/2008
28474082,MDG_0000000025,FRA,DMA,2009,100,100,2022-05-09T15:22:23Z,2009,1/1/2009,12/31/2009
28474083,MDG_0000000025,FRA,DMA,2010,100,100,2022-05-09T15:22:23Z,2010,1/1/2010,12/31/2010
28474084,MDG_0000000025,FRA,DMA,2011,100,100,2022-05-09T15:22:23Z,2011,1/1/2011,12/31/2011
28474085,MDG_0000000025,FRA,DMA,2012,100,100,2022-05-09T15:22:23Z,2012,1/1/2012,12/31/2012
28474086,MDG_0000000025,FRA,DMA,2013,100,100,2022-05-09T15:22:23Z,2013,1/1/2013,12/31/2013
28474087,MDG_0000000025,FRA,DMA,2014,100,100,2022-05-09T15:22:23Z,2014,1/1/2014,12/31/2014
28474088,MDG_0000000025,FRA,DMA,2015,100,100,2022-05-09T15:22:23Z,2015,1/1/2015,12/31/2015
28474089,MDG_0000000025,FRA,DMA,2016,100,100,2022-05-09T15:22:23Z,2016,1/1/2016,12/31/2016
28474090,MDG_0000000025,FRA,DMA,2017,100,100,2022-05-09T15:22:23Z,2017,1/1/2017,12/31/2017
28474091,MDG_0000000025,FRA,DMA,2018,100,100,2022-05-09T15:22:23Z,2018,1/1/2018,12/31/2018
28474092,MDG_0000000025,FSM,DMA,2019,100,100,2022-05-09T15:22:23Z,2019,1/1/2019,12/31/2019
28474093,MDG_0000000025,FSM,DMA,2020,100,100,2022-05-09T15:22:23Z,2020,1/1/2020,12/31/2020
28474094,MDG_0000000025,FSM,DOM,2000,97.6,97.6,2022-05-09T15:22:23Z,2000,1/1/2000,12/31/2000
28474095,MDG_0000000025,FSM,DOM,2002,97.8,97.8,2022-05-09T15:22:23Z,2002,1/1/2002,12/31/2002
28474096,MDG_0000000025,FSM,DOM,2006,95.5,95.5,2022-05-09T15:22:23Z,2006,1/1/2006,12/31/2006
28474097,MDG_0000000025,FSM,DOM,2007,97.8,97.8,2022-05-09T15:22:23Z,2007,1/1/2007,12/31/2007
28474098,MDG_0000000025,FSM,DOM,2011,98.7,98.7,2022-05-09T15:22:23Z,2011,1/1/2011,12/31/2011
28474099,MDG_0000000025,FSM,DOM,2012,98.8,98.8,2022-05-09T15:22:23Z,2012,1/1/2012,12/31/2012
28474100,MDG_0000000025,FSM,DOM,2013,98.6,98.6,2022-05-09T15:22:23Z,2013,1/1/2013,12/31/2013
28474101,MDG_0000000025,FSM,DOM,2014,98.6,98.6,2022-05-09T15:22:23Z,2014,1/1/2014,12/31/2014
28474102,MDG_0000000025,FSM,DOM,2015,99.6,99.6,2022-05-09T15:22:23Z,2015,1/1/2015,12/31/2015
28474103,MDG_0000000025,FSM,DOM,2016,99.8,99.8,2022-05-09T15:22:23Z,2016,1/1/2016,12/31/2016
28474104,MDG_0000000025,GAB,DOM,2017,99.8,99.8,2022-05-09T15:22:23Z,2017,1/1/2017,12/31/2017
28474105,MDG_0000000025,GAB,DOM,2018,99.7,99.7,2022-05-09T15:22:23Z,2018,1/1/2018,12/31/2018
28474106,MDG_0000000025,GAB,DOM,2019,99.2,99.2,2022-05-09T15:22:23Z,2019,1/1/2019,12/31/2019
28474107,MDG_0000000025,GAB,ECU,2000,70.9,70.93119,2022-05-09T15:22:23Z,2000,1/1/2000,12/31/2000
28474108,MDG_0000000025,GAB,ECU,2001,71.4,71.38548,2022-05-09T15:22:23Z,2001,1/1/2001,12/31/2001
28474109,MDG_0000000025,GAB,ECU,2002,73.7,73.70105,2022-05-09T15:22:23Z,2002,1/1/2002,12/31/2002
28474110,MDG_0000000025,GAB,ECU,2003,75.1,75.10153,2022-05-09T15:22:23Z,2003,1/1/2003,12/31/2003
28474111,MDG_0000000025,GAB,ECU,2004,76.4,76.4159,2022-05-09T15:22:23Z,2004,1/1/2004,12/31/2004
28474112,MDG_0000000025,GAB,ECU,2005,78.5,78.54902,2022-05-09T15:22:24Z,2005,1/1/2005,12/31/2005
28474113,MDG_0000000025,GAB,ECU,2006,80.6,80.5507,2022-05-09T15:22:24Z,2006,1/1/2006,12/31/2006
28474114,MDG_0000000025,GAB,ECU,2007,82,82.0018,2022-05-09T15:22:24Z,2007,1/1/2007,12/31/2007
28474115,MDG_0000000025,GAB,ECU,2008,84,83.95905,2022-05-09T15:22:24Z,2008,1/1/2008,12/31/2008
28474116,MDG_0000000025,GBR,ECU,2009,85.6,85.64074,2022-05-09T15:22:24Z,2009,1/1/2009,12/31/2009
28474117,MDG_0000000025,GBR,ECU,2010,87.4,87.43771,2022-05-09T15:22:24Z,2010,1/1/2010,12/31/2010
28474118,MDG_0000000025,GBR,ECU,2011,89.7,89.67108,2022-05-09T15:22:24Z,2011,1/1/2011,12/31/2011
28474119,MDG_0000000025,GBR,ECU,2012,91.7,91.68643,2022-05-09T15:22:24Z,2012,1/1/2012,12/31/2012
28474120,MDG_0000000025,GBR,ECU,2013,93.3,93.31784,2022-05-09T15:22:24Z,2013,1/1/2013,12/31/2013
28474121,MDG_0000000025,GBR,ECU,2014,94.7,94.73425,2022-05-09T15:22:24Z,2014,1/1/2014,12/31/2014
28474122,MDG_0000000025,GBR,ECU,2015,94.2,94.23076,2022-05-09T15:22:24Z,2015,1/1/2015,12/31/2015
28474123,MDG_0000000025,GBR,ECU,2016,94.1,94.0591,2022-05-09T15:22:24Z,2016,1/1/2016,12/31/2016
28474124,MDG_0000000025,GBR,ECU,2017,95.6,95.58197,2022-05-09T15:22:24Z,2017,1/1/2017,12/31/2017
28474125,MDG_0000000025,GBR,ECU,2018,95.9,95.92251,2022-05-09T15:22:24Z,2018,1/1/2018,12/31/2018
28474126,MDG_0000000025,GBR,ECU,2019,97.2,97.15492,2022-05-09T15:22:24Z,2019,1/1/2019,12/31/2019
28474127,MDG_0000000025,GBR,SLV,2003,92.4,92.4,2022-05-09T15:22:24Z,2002-2003,1/1/2002,12/31/2003
28474128,MDG_0000000025,GEO,SLV,2005,87.2,87.2,2022-05-09T15:22:24Z,2005,1/1/2005,12/31/2005
28474129,MDG_0000000025,GEO,SLV,2006,89.6,89.6,2022-05-09T15:22:24Z,2006,1/1/2006,12/31/2006
28474130,MDG_0000000025,GEO,SLV,2007,93.1,93.1,2022-05-09T15:22:24Z,2007,1/1/2007,12/31/2007
28474131,MDG_0000000025,GEO,SLV,2008,95.5,95.5,2022-05-09T15:22:24Z,2008,1/1/2008,12/31/2008
28474132,MDG_0000000025,GEO,SLV,2009,97.5,97.5,2022-05-09T15:22:24Z,2009,1/1/2009,12/31/2009
28474133,MDG_0000000025,GEO,SLV,2010,98,98,2022-05-09T15:22:24Z,2010,1/1/2010,12/31/2010
28474134,MDG_0000000025,GEO,SLV,2011,99,99,2022-05-09T15:22:24Z,2011,1/1/2011,12/31/2011
28474135,MDG_0000000025,GEO,SLV,2012,99.5,99.5,2022-05-09T15:22:24Z,2012,1/1/2012,12/31/2012
28474136,MDG_0000000025,GEO,SLV,2013,99.8,99.8,2022-05-09T15:22:24Z,2013,1/1/2013,12/31/2013
28474137,MDG_0000000025,GEO,SLV,2014,98,98,2022-05-09T15:22:24Z,2014,1/1/2014,12/31/2014
28474138,MDG_0000000025,GEO,SLV,2015,99.9,99.9,2022-05-09T15:22:24Z,2015,1/1/2015,12/31/2015
28474139,MDG_0000000025,GEO,SLV,2016,99.9,99.9,2022-05-09T15:22:24Z,2016,1/1/2016,12/31/2016
28474140,MDG_0000000025,GHA,SLV,2017,99.9,99.9,2022-05-09T15:22:24Z,2017,1/1/2017,12/31/2017
28474141,MDG_0000000025,GHA,SLV,2018,99.9,99.9,2022-05-09T15:22:24Z,2018,1/1/2018,12/31/2018
28474142,MDG_0000000025,GHA,GNQ,2000,64.6,64.6,2022-05-09T15:22:24Z,2000,1/1/2000,12/31/2000
28474143,MDG_0000000025,GHA,GNQ,2011,68.3,68.3,2022-05-09T15:22:24Z,2011,1/1/2011,12/31/2011
28474144,MDG_0000000025,GHA,ETH,2000,5.6,5.6,2022-05-09T15:22:24Z,2000,1/1/2000,12/31/2000
28474145,MDG_0000000025,GHA,ETH,2004,6.4,6.4,2022-05-09T15:22:24Z,2004,1/1/2004,12/31/2004
28474146,MDG_0000000025,GHA,ETH,2005,5.7,5.7,2022-05-09T15:22:24Z,2005,1/1/2005,12/31/2005
28474147,MDG_0000000025,GHA,ETH,2011,10,10,2022-05-09T15:22:24Z,2010-2011,1/1/2010,12/31/2011
28474148,MDG_0000000025,GHA,ETH,2014,15.5,15.5,2022-05-09T15:22:24Z,2014,1/1/2014,12/31/2014
28474149,MDG_0000000025,GHA,ETH,2016,27.7,27.7,2022-05-09T15:22:24Z,2016,1/1/2016,12/31/2016
28474150,MDG_0000000025,GHA,ETH,2019,49.8,49.8,2022-05-09T15:22:24Z,2019,1/1/2019,12/31/2019
28474151,MDG_0000000025,GHA,ERI,2002,28.3,28.3,2022-05-09T15:22:24Z,2002,1/1/2002,12/31/2002
28474152,MDG_0000000025,GIN,ERI,2010,34.1,34.1,2022-05-09T15:22:24Z,2010,1/1/2010,12/31/2010
28474153,MDG_0000000025,GIN,EST,2000,99.6,99.6,2022-05-09T15:22:24Z,2000,1/1/2000,12/31/2000
28474154,MDG_0000000025,GIN,EST,2001,99.6,99.6,2022-05-09T15:22:24Z,2001,1/1/2001,12/31/2001
28474155,MDG_0000000025,GIN,EST,2002,99.6,99.6,2022-05-09T15:22:24Z,2002,1/1/2002,12/31/2002
28474156,MDG_0000000025,GIN,EST,2003,99.5,99.5,2022-05-09T15:22:24Z,2003,1/1/2003,12/31/2003
28474157,MDG_0000000025,GIN,EST,2004,99.8,99.8,2022-05-09T15:22:24Z,2004,1/1/2004,12/31/2004
28474158,MDG_0000000025,GIN,EST,2005,99.7,99.7,2022-05-09T15:22:24Z,2005,1/1/2005,12/31/2005
28474159,MDG_0000000025,GIN,EST,2006,99.7,99.7,2022-05-09T15:22:24Z,2006,1/1/2006,12/31/2006
28474160,MDG_0000000025,GIN,EST,2007,99.7,99.7,2022-05-09T15:22:24Z,2007,1/1/2007,12/31/2007
28474161,MDG_0000000025,GIN,EST,2008,99.7,99.7,2022-05-09T15:22:25Z,2008,1/1/2008,12/31/2008
28474162,MDG_0000000025,GIN,EST,2009,99.7,99.7,2022-05-09T15:22:25Z,2009,1/1/2009,12/31/2009
28474163,MDG_0000000025,GIN,EST,2010,99.8,99.8,2022-05-09T15:22:25Z,2010,1/1/2010,12/31/2010
28474164,MDG_0000000025,GMB,EST,2011,99.7,99.7,2022-05-09T15:22:25Z,2011,1/1/2011,12/31/2011
28474165,MDG_0000000025,GMB,EST,2012,99.8,99.8,2022-05-09T15:22:25Z,2012,1/1/2012,12/31/2012
28474166,MDG_0000000025,GMB,EST,2013,99.7,99.7,2022-05-09T15:22:25Z,2013,1/1/2013,12/31/2013
28474167,MDG_0000000025,GMB,EST,2014,99.7,99.7,2022-05-09T15:22:25Z,2014,1/1/2014,12/31/2014
28474168,MDG_0000000025,GMB,EST,2015,99.7,99.7,2022-05-09T15:22:25Z,2015,1/1/2015,12/31/2015
28474169,MDG_0000000025,GMB,EST,2016,99.7,99.7,2022-05-09T15:22:25Z,2016,1/1/2016,12/31/2016
28474170,MDG_0000000025,GMB,EST,2017,99.5,99.5,2022-05-09T15:22:25Z,2017,1/1/2017,12/31/2017
28474171,MDG_0000000025,GMB,EST,2018,99.6,99.6,2022-05-09T15:22:25Z,2018,1/1/2018,12/31/2018
28474172,MDG_0000000025,GMB,EST,2019,99.7,99.7,2022-05-09T15:22:25Z,2019,1/1/2019,12/31/2019
28474173,MDG_0000000025,GMB,EST,2020,99.6,99.6,2022-05-09T15:22:25Z,2020,1/1/2020,12/31/2020
28474174,MDG_0000000025,GMB,FJI,2000,96.9,96.9,2022-05-09T15:22:25Z,2000,1/1/2000,12/31/2000
28474175,MDG_0000000025,GMB,FJI,2001,98.4,98.4,2022-05-09T15:22:25Z,2001,1/1/2001,12/31/2001
