Id,IndicatorCode,SpatialDim,SpatialValueCode,TimeDim_year,Value,NumericValue,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28473408,MDG_0000000025,AFG,9,2007,98,97.97639,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473409,MDG_0000000025,AFG,9,2014,98.7,98.70992,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473410,MDG_0000000025,AFG,9,2021,98.4,98.42998,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473411,MDG_0000000025,AFG,21,2007,99.3,99.277,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473412,MDG_0000000025,AFG,21,2014,99.2,99.22211,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473413,MDG_0000000025,AFG,21,2021,98.9,98.91144,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473414,MDG_0000000025,AFG,30,2007,97.5,97.51571,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473415,MDG_0000000025,AFG,30,2014,99.7,99.70994,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473416,MDG_0000000025,AFG,30,2021,99.9,99.89148,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473417,MDG_0000000025,AFG,34,2007,40.1,40.11605,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473418,MDG_0000000025,AFG,34,2014,69.1,69.11703,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473419,MDG_0000000025,AFG,34,2021,82,82.00382,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473420,MDG_0000000025,AGO,35,2007,69.7,69.72237,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473421,MDG_0000000025,AGO,35,2014,82,82.04934,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473422,MDG_0000000025,AGO,35,2021,89.8,89.81313,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473423,MDG_0000000025,AGO,53,2007,98.3,98.32789,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473424,MDG_0000000025,AGO,53,2014,98.7,98.69138,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473425,MDG_0000000025,AGO,53,2021,98.4,98.42035,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473426,MDG_0000000025,AGO,62,2007,41.7,41.72227,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473427,MDG_0000000025,AGO,62,2014,70.2,70.22722,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473428,MDG_0000000025,AGO,62,2021,82.7,82.68262,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473429,MDG_0000000025,AGO,143,2007,95.4,95.36496,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473430,MDG_0000000025,AGO,143,2014,97.9,97.94283,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473431,MDG_0000000025,AGO,143,2021,99,98.96444,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473432,MDG_0000000025,ALB,145,2007,89.7,89.67974,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473433,MDG_0000000025,ALB,145,2014,96,95.96317,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473434,MDG_0000000025,ALB,145,2021,97.5,97.46432,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473435,MDG_0000000025,ALB,150,2007,99.1,99.09592,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473436,MDG_0000000025,ALB,150,2014,98.8,98.79339,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473437,MDG_0000000025,ALB,150,2021,98.6,98.56138,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473438,MDG_0000000025,ALB,199,2007,34.2,34.15954,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473439,MDG_0000000025,ALB,199,2014,46.7,46.74791,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473440,MDG_0000000025,ALB,199,2021,66.3,66.28636,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473441,MDG_0000000025,ALB,202,2007,42.9,42.87209,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473442,MDG_0000000025,ALB,202,2014,51.9,51.87976,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473443,MDG_0000000025,ALB,202,2021,64.3,64.33712,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473444,MDG_0000000025,ARE,419,2007,88.2,88.16495,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473445,MDG_0000000025,ARE,419,2014,93,93.0184,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473446,MDG_0000000025,ARE,419,2021,94.9,94.90848,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473447,MDG_0000000025,ARE,432,2007,35,34.95732,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473448,MDG_0000000025,ARE,432,2014,48.7,48.65914,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473449,MDG_0000000025,ARE,432,2021,69.1,69.09721,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473450,MDG_0000000025,ARE,513,2007,99.2,99.17833,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473451,MDG_0000000025,ARE,513,2014,99,98.98092,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473452,MDG_0000000025,ARE,513,2021,98.7,98.71936,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473453,MDG_0000000025,ARE,722,2007,69.4,69.35396,2022-05-09T15:22:09Z,2001-2007,1/1/2001,12/31/2007
28473454,MDG_0000000025,ARE,722,2014,74.6,74.6245,2022-05-09T15:22:09Z,2008-2014,1/1/2008,12/31/2014
28473455,MDG_0000000025,ARE,722,2021,77.1,77.08534,2022-05-09T15:22:09Z,2015-2021,1/1/2015,12/31/2021
28473456,MDG_0000000025,ARG,747,2007,87.1,87.08745,2022-05-09T15:22:10Z,2001-2007,1/1/2001,12/31/2007
28473457,MDG_0000000025,ARG,747,2014,92.5,92.53401,2022-05-09T15:22:10Z,2008-2014,1/1/2008,12/31/2014
28473458,MDG_0000000025,ARG,747,2021,96.5,96.50694,2022-05-09T15:22:10Z,2015-2021,1/1/2015,12/31/2021
28473459,MDG_0000000025,ARG,753,2007,87.2,87.16672,2022-05-09T15:22:10Z,2001-2007,1/1/2001,12/31/2007
28473460,MDG_0000000025,ARG,753,2014,93.2,93.18599,2022-05-09T15:22:10Z,2008-2014,1/1/2008,12/31/2014
28473461,MDG_0000000025,ARG,753,2021,96,96.0375,2022-05-09T15:22:10Z,2015-2021,1/1/2015,12/31/2021
28473462,MDG_0000000025,ARG,AFG,2003,14.3,14.3,2022-05-09T15:22:10Z,2003,1/1/2003,12/31/2003
28473463,MDG_0000000025,ARG,AFG,2010,34.3,34.3,2022-05-09T15:22:10Z,2010,1/1/2010,12/31/2010
28473464,MDG_0000000025,ARG,AFG,2011,38.6,38.6,2022-05-09T15:22:10Z,2010-2011,1/1/2010,12/31/2011
28473465,MDG_0000000025,ARG,AFG,2012,39.9,39.9,2022-05-09T15:22:10Z,2011-2012,1/1/2011,12/31/2012
28473466,MDG_0000000025,ARG,AFG,2014,45.2,45.2,2022-05-09T15:22:10Z,2013-2014,1/1/2013,12/31/2014
28473467,MDG_0000000025,ARG,AFG,2015,50.5,50.5,2022-05-09T15:22:10Z,2015,1/1/2015,12/31/2015
28473468,MDG_0000000025,ARM,AFG,2017,53.4,53.4,2022-05-09T15:22:10Z,2016-2017,1/1/2016,12/31/2017
28473469,MDG_0000000025,ARM,AFG,2018,58.8,58.8,2022-05-09T15:22:10Z,2018,1/1/2018,12/31/2018
28473470,MDG_0000000025,ARM,AFG,2020,61.8,61.8,2022-05-09T15:22:10Z,2019-2020,1/1/2019,12/31/2020
28473471,MDG_0000000025,ARM,ALB,2000,99.1,99.1,2022-05-09T15:22:10Z,2000,1/1/2000,12/31/2000
28473472,MDG_0000000025,ARM,ALB,2002,98,98,2022-05-09T15:22:10Z,2002,1/1/2002,12/31/2002
28473473,MDG_0000000025,ARM,ALB,2005,99.8,99.8,2022-05-09T15:22:10Z,2005,1/1/2005,12/31/2005
28473474,MDG_0000000025,ARM,ALB,2009,99.3,99.3,2022-05-09T15:22:10Z,2008-2009,1/1/2008,12/31/2009
28473475,MDG_0000000025,ARM,ALB,2018,99.8,99.8,2022-05-09T15:22:10Z,2017-2018,1/1/2017,12/31/2018
28473476,MDG_0000000025,ARM,DZA,2006,95.2,95.2,2022-05-09T15:22:10Z,2006,1/1/2006,12/31/2006
28473477,MDG_0000000025,ARM,DZA,2013,96.6,96.6,2022-05-09T15:22:10Z,2012-2013,1/1/2012,12/31/2013
28473478,MDG_0000000025,ARM,DZA,2019,98.8,98.8,2022-05-09T15:22:10Z,2018-2019,1/1/2018,12/31/2019
28473479,MDG_0000000025,ARM,AND,2015,100,100,2022-05-09T15:22:10Z,2015,1/1/2015,12/31/2015
28473480,MDG_0000000025,ATG,AND,2016,100,100,2022-05-09T15:22:10Z,2016,1/1/2016,12/31/2016
28473481,MDG_0000000025,ATG,AND,2017,100,100,2022-05-09T15:22:10Z,2017,1/1/2017,12/31/2017
28473482,MDG_0000000025,ATG,AGO,2016,49.6,49.6,2022-05-09T15:22:10Z,2015-2016,1/1/2015,12/31/2016
28473483,MDG_0000000025,ATG,ATG,2000,99.9,99.9,2022-05-09T15:22:10Z,2000,1/1/2000,12/31/2000
28473484,MDG_0000000025,ATG,ATG,2001,100,100,2022-05-09T15:22:10Z,2001,1/1/2001,12/31/2001
28473485,MDG_0000000025,ATG,ATG,2003,99,99,2022-05-09T15:22:10Z,2003,1/1/2003,12/31/2003
28473486,MDG_0000000025,ATG,ATG,2004,100,100,2022-05-09T15:22:10Z,2004,1/1/2004,12/31/2004
28473487,MDG_0000000025,ATG,ATG,2005,99.9,99.9,2022-05-09T15:22:10Z,2005,1/1/2005,12/31/2005
28473488,MDG_0000000025,ATG,ATG,2006,99.9,99.9,2022-05-09T15:22:10Z,2006,1/1/2006,12/31/2006
28473489,MDG_0000000025,ATG,ATG,2007,100,100,2022-05-09T15:22:10Z,2007,1/1/2007,12/31/2007
28473490,MDG_0000000025,ATG,ATG,2008,100,100,2022-05-09T15:22:10Z,2008,1/1/2008,12/31/2008
28473491,MDG_0000000025,ATG,ATG,2009,100,100,2022-05-09T15:22:10Z,2009,1/1/2009,12/31/2009
28473492,MDG_0000000025,AUS,ATG,2010,100,100,2022-05-09T15:22:10Z,2010,1/1/2010,12/31/2010
28473493,MDG_0000000025,AUS,ATG,2012,100,100,2022-05-09T15:22:10Z,2012,1/1/2012,12/31/2012
28473494,MDG_0000000025,AUS,ATG,2013,100,100,2022-05-09T15:22:10Z,2013,1/1/2013,12/31/2013
28473495,MDG_0000000025,AUS,ATG,2014,100,100,2022-05-09T15:22:10Z,2014,1/1/2014,12/31/2014
28473496,MDG_0000000025,AUS,ATG,2015,100,100,2022-05-09T15:22:10Z,2015,1/1/2015,12/31/2015
28473497,MDG_0000000025,AUS,ATG,2017,100,100,2022-05-09T15:22:10Z,2017,1/1/2017,12/31/2017
28473498,MDG_0000000025,AUS,ATG,2020,99,99,2022-05-09T15:22:10Z,2020,1/1/2020,12/31/2020
28473499,MDG_0000000025,AUS,AZE,2000,80.7,80.7,2022-05-09T15:22:10Z,2000,1/1/2000,12/31/2000
28473500,MDG_0000000025,AUS,AZE,2001,88,88,2022-05-09T15:22:10Z,2001,1/1/2001,12/31/2001
28473501,MDG_0000000025,AUS,AZE,2002,94,94,2022-05-09T15:22:11Z,2002,1/1/2002,12/31/2002
28473502,MDG_0000000025,AUS,AZE,2003,95.8,95.8,2022-05-09T15:22:11Z,2003,1/1/2003,12/31/2003
28473503,MDG_0000000025,AUS,AZE,2004,95.9,95.9,2022-05-09T15:22:11Z,2004,1/1/2004,12/31/2004
28473504,MDG_0000000025,AUT,AZE,2005,94.4,94.4,2022-05-09T15:22:11Z,2005,1/1/2005,12/31/2005
28473505,MDG_0000000025,AUT,AZE,2006,88.6,88.6,2022-05-09T15:22:11Z,2006,1/1/2006,12/31/2006
28473506,MDG_0000000025,AUT,AZE,2007,93,93,2022-05-09T15:22:11Z,2007,1/1/2007,12/31/2007
28473507,MDG_0000000025,AUT,AZE,2008,98,98,2022-05-09T15:22:11Z,2008,1/1/2008,12/31/2008
28473508,MDG_0000000025,AUT,AZE,2009,99.8,99.8,2022-05-09T15:22:11Z,2009,1/1/2009,12/31/2009
28473509,MDG_0000000025,AUT,AZE,2010,99.4,99.4,2022-05-09T15:22:11Z,2010,1/1/2010,12/31/2010
28473510,MDG_0000000025,AUT,AZE,2011,97.2,97.2,2022-05-09T15:22:11Z,2011,1/1/2011,12/31/2011
28473511,MDG_0000000025,AUT,AZE,2012,99.8,99.8,2022-05-09T15:22:11Z,2012,1/1/2012,12/31/2012
28473512,MDG_0000000025,AUT,AZE,2013,99.9,99.9,2022-05-09T15:22:11Z,2013,1/1/2013,12/31/2013
28473513,MDG_0000000025,AUT,AZE,2014,99.9,99.9,2022-05-09T15:22:11Z,2014,1/1/2014,12/31/2014
28473514,MDG_0000000025,AUT,AZE,2015,99.8,99.8,2022-05-09T15:22:11Z,2015,1/1/2015,12/31/2015
28473515,MDG_0000000025,AUT,AZE,2016,99.8,99.8,2022-05-09T15:22:11Z,2016,1/1/2016,12/31/2016
28473516,MDG_0000000025,AZE,AZE,2017,99.8,99.8,2022-05-09T15:22:11Z,2017,1/1/2017,12/31/2017
28473517,MDG_0000000025,AZE,AZE,2018,99.4,99.39,2022-05-09T15:22:11Z,2018,1/1/2018,12/31/2018
28473518,MDG_0000000025,AZE,AZE,2019,99.9,99.9,2022-05-09T15:22:11Z,2019,1/1/2019,12/31/2019
28473519,MDG_0000000025,AZE,AZE,2020,99.9,99.9,2022-05-09T15:22:11Z,2020,1/1/2020,12/31/2020
28473520,MDG_0000000025,AZE,ARG,2000,99.1,99.1,2022-05-09T15:22:11Z,2000,1/1/2000,12/31/2000
28473521,MDG_0000000025,AZE,ARG,2001,98.4,98.4,2022-05-09T15:22:11Z,2001,1/1/2001,12/31/2001
28473522,MDG_0000000025,AZE,ARG,2002,98.9,98.9,2022-05-09T15:22:11Z,2002,1/1/2002,12/31/2002
28473523,MDG_0000000025,AZE,ARG,2003,98.7,98.7,2022-05-09T15:22:11Z,2003,1/1/2003,12/31/2003
28473524,MDG_0000000025,AZE,ARG,2004,99.1,99.1,2022-05-09T15:22:11Z,2004,1/1/2004,12/31/2004
28473525,MDG_0000000025,AZE,ARG,2005,99.1,99.1,2022-05-09T15:22:11Z,2005,1/1/2005,12/31/2005
28473526,MDG_0000000025,AZE,ARG,2006,99.4,99.4,2022-05-09T15:22:11Z,2006,1/1/2006,12/31/2006
28473527,MDG_0000000025,AZE,ARG,2007,99.4,99.4,2022-05-09T15:22:11Z,2007,1/1/2007,12/31/2007
28473528,MDG_0000000025,BDI,ARG,2008,94.8,94.8,2022-05-09T15:22:11Z,2008,1/1/2008,12/31/2008
28473529,MDG_0000000025,BDI,ARG,2009,97.9,97.9,2022-05-09T15:22:11Z,2009,1/1/2009,12/31/2009
28473530,MDG_0000000025,BDI,ARG,2010,95,95,2022-05-09T15:22:11Z,2010,1/1/2010,12/31/2010
28473531,MDG_0000000025,BDI,ARG,2011,97.1,97.1,2022-05-09T15:22:11Z,2011,1/1/2011,12/31/2011
28473532,MDG_0000000025,BDI,ARG,2012,98.2,98.2,2022-05-09T15:22:11Z,2012,1/1/2012,12/31/2012
28473533,MDG_0000000025,BDI,ARG,2013,97,97,2022-05-09T15:22:11Z,2013,1/1/2013,12/31/2013
28473534,MDG_0000000025,BDI,ARG,2014,99.6,99.6,2022-05-09T15:22:11Z,2014,1/1/2014,12/31/2014
28473535,MDG_0000000025,BDI,ARG,2015,99.6,99.6,2022-05-09T15:22:11Z,2015,1/1/2015,12/31/2015
28473536,MDG_0000000025,BDI,ARG,2016,98.4,98.4,2022-05-09T15:22:11Z,2016,1/1/2016,12/31/2016
28473537,MDG_0000000025,BDI,ARG,2017,93.9,93.9,2022-05-09T15:22:11Z,2017,1/1/2017,12/31/2017
28473538,MDG_0000000025,BDI,ARG,2018,99.5,99.5,2022-05-09T15:22:11Z,2018,1/1/2018,12/31/2018
28473539,MDG_0000000025,BDI,ARG,2019,99.6,99.6,2022-05-09T15:22:11Z,2019,1/1/2019,12/31/2019
28473540,MDG_0000000025,BEL,ARG,2020,98.8,98.8,2022-05-09T15:22:11Z,2019-2020,1/1/2019,12/31/2020
28473541,MDG_0000000025,BEL,AUS,2000,99.3,99.3,2022-05-09T15:22:11Z,2000,1/1/2000,12/31/2000
28473542,MDG_0000000025,BEL,AUS,2001,99.3,99.3,2022-05-09T15:22:11Z,2001,1/1/2001,12/31/2001
28473543,MDG_0000000025,BEL,AUS,2002,99.3,99.3,2022-05-09T15:22:11Z,2002,1/1/2002,12/31/2002
28473544,MDG_0000000025,BEL,AUS,2003,99.3,99.3,2022-05-09T15:22:11Z,2003,1/1/2003,12/31/2003
28473545,MDG_0000000025,BEL,AUS,2004,99.3,99.3,2022-05-09T15:22:11Z,2004,1/1/2004,12/31/2004
28473546,MDG_0000000025,BEL,AUS,2005,99.4,99.4,2022-05-09T15:22:11Z,2005,1/1/2005,12/31/2005
28473547,MDG_0000000025,BEL,AUS,2006,99.3,99.3,2022-05-09T15:22:11Z,2006,1/1/2006,12/31/2006
28473548,MDG_0000000025,BEL,AUS,2007,99.2,99.2,2022-05-09T15:22:12Z,2007,1/1/2007,12/31/2007
28473549,MDG_0000000025,BEL,AUS,2008,99.1,99.1,2022-05-09T15:22:12Z,2008,1/1/2008,12/31/2008
28473550,MDG_0000000025,BEL,AUS,2009,99.1,99.1,2022-05-09T15:22:12Z,2009,1/1/2009,12/31/2009
28473551,MDG_0000000025,BEL,AUS,2010,99.1,99.1,2022-05-09T15:22:12Z,2010,1/1/2010,12/31/2010
28473552,MDG_0000000025,BEN,AUS,2011,99.1,99.1,2022-05-09T15:22:12Z,2011,1/1/2011,12/31/2011
28473553,MDG_0000000025,BEN,AUS,2012,99.2,99.2,2022-05-09T15:22:12Z,2012,1/1/2012,12/31/2012
28473554,MDG_0000000025,BEN,AUS,2013,99,99,2022-05-09T15:22:12Z,2013,1/1/2013,12/31/2013
28473555,MDG_0000000025,BEN,AUS,2014,99.8,99.8,2022-05-09T15:22:12Z,2014,1/1/2014,12/31/2014
28473556,MDG_0000000025,BEN,AUS,2015,98.8,98.8,2022-05-09T15:22:12Z,2015,1/1/2015,12/31/2015
28473557,MDG_0000000025,BEN,AUS,2016,98.8,98.8,2022-05-09T15:22:12Z,2016,1/1/2016,12/31/2016
28473558,MDG_0000000025,BEN,AUS,2017,99.4,99.4,2022-05-09T15:22:12Z,2017,1/1/2017,12/31/2017
28473559,MDG_0000000025,BEN,AUS,2018,98.7,98.7,2022-05-09T15:22:12Z,2018,1/1/2018,12/31/2018
28473560,MDG_0000000025,BEN,AUS,2019,98.8,98.8,2022-05-09T15:22:12Z,2019,1/1/2019,12/31/2019
28473561,MDG_0000000025,BEN,AUT,2000,98.3,98.3,2022-05-09T15:22:12Z,2000,1/1/2000,12/31/2000
28473562,MDG_0000000025,BEN,AUT,2001,98.3,98.3,2022-05-09T15:22:12Z,2001,1/1/2001,12/31/2001
28473563,MDG_0000000025,BEN,AUT,2002,98.4,98.4,2022-05-09T15:22:12Z,2002,1/1/2002,12/31/2002
28473564,MDG_0000000025,BFA,AUT,2003,98.4,98.4,2022-05-09T15:22:12Z,2003,1/1/2003,12/31/2003
28473565,MDG_0000000025,BFA,AUT,2004,98.4,98.4,2022-05-09T15:22:12Z,2004,1/1/2004,12/31/2004
28473566,MDG_0000000025,BFA,AUT,2005,98.6,98.6,2022-05-09T15:22:12Z,2005,1/1/2005,12/31/2005
28473567,MDG_0000000025,BFA,AUT,2006,98.6,98.6,2022-05-09T15:22:12Z,2006,1/1/2006,12/31/2006
28473568,MDG_0000000025,BFA,AUT,2007,98.5,98.5,2022-05-09T15:22:12Z,2007,1/1/2007,12/31/2007
28473569,MDG_0000000025,BFA,AUT,2008,98.6,98.6,2022-05-09T15:22:12Z,2008,1/1/2008,12/31/2008
28473570,MDG_0000000025,BFA,AUT,2009,98.6,98.6,2022-05-09T15:22:12Z,2009,1/1/2009,12/31/2009
28473571,MDG_0000000025,BFA,AUT,2010,98.5,98.5,2022-05-09T15:22:12Z,2010,1/1/2010,12/31/2010
28473572,MDG_0000000025,BFA,AUT,2011,98.6,98.6,2022-05-09T15:22:12Z,2011,1/1/2011,12/31/2011
28473573,MDG_0000000025,BFA,AUT,2012,98.5,98.5,2022-05-09T15:22:12Z,2012,1/1/2012,12/31/2012
28473574,MDG_0000000025,BFA,AUT,2013,98.5,98.5,2022-05-09T15:22:12Z,2013,1/1/2013,12/31/2013
28473575,MDG_0000000025,BFA,AUT,2014,98.5,98.5,2022-05-09T15:22:12Z,2014,1/1/2014,12/31/2014
28473576,MDG_0000000025,BGD,AUT,2015,98.5,98.5,2022-05-09T15:22:12Z,2015,1/1/2015,12/31/2015
28473577,MDG_0000000025,BGD,AUT,2016,98.4,98.4,2022-05-09T15:22:12Z,2016,1/1/2016,12/31/2016
28473578,MDG_0000000025,BGD,AUT,2017,98.4,98.4,2022-05-09T15:22:12Z,2017,1/1/2017,12/31/2017
28473579,MDG_0000000025,BGD,AUT,2018,98.4,98.4,2022-05-09T15:22:12Z,2018,1/1/2018,12/31/2018
28473580,MDG_0000000025,BGD,AUT,2019,98.4,98.4,2022-05-09T15:22:12Z,2019,1/1/2019,12/31/2019
28473581,MDG_0000000025,BGD,AUT,2020,98.1,98.1,2022-05-09T15:22:12Z,2020,1/1/2020,12/31/2020
28473582,MDG_0000000025,BGD,BHS,2000,99,99,2022-05-09T15:22:12Z,2000,1/1/2000,12/31/2000
28473583,MDG_0000000025,BGD,BHS,2001,99,99,2022-05-09T15:22:12Z,2001,1/1/2001,12/31/2001
28473584,MDG_0000000025,BGD,BHS,2002,99,99,2022-05-09T15:22:12Z,2002,1/1/2002,12/31/2002
28473585,MDG_0000000025,BGD,BHS,2003,99,99,2022-05-09T15:22:12Z,2003,1/1/2003,12/31/2003
28473586,MDG_0000000025,BGD,BHS,2004,98,98,2022-05-09T15:22:12Z,2004,1/1/2004,12/31/2004
28473587,MDG_0000000025,BGD,BHS,2005,98.7,98.7,2022-05-09T15:22:12Z,2005,1/1/2005,12/31/2005
28473588,MDG_0000000025,BGR,BHS,2006,99,99,2022-05-09T15:22:12Z,2006,1/1/2006,12/31/2006
28473589,MDG_0000000025,BGR,BHS,2007,98.4,98.4,2022-05-09T15:22:12Z,2007,1/1/2007,12/31/2007
28473590,MDG_0000000025,BGR,BHS,2008,98.5,98.5,2022-05-09T15:22:12Z,2008,1/1/2008,12/31/2008
28473591,MDG_0000000025,BGR,BHS,2009,98.9,98.9,2022-05-09T15:22:12Z,2009,1/1/2009,12/31/2009
28473592,MDG_0000000025,BGR,BHS,2010,99.1,99.1,2022-05-09T15:22:12Z,2010,1/1/2010,12/31/2010
28473593,MDG_0000000025,BGR,BHS,2011,99.1,99.1,2022-05-09T15:22:12Z,2011,1/1/2011,12/31/2011
28473594,MDG_0000000025,BGR,BHS,2012,98.9,98.9,2022-05-09T15:22:12Z,2012,1/1/2012,12/31/2012
28473595,MDG_0000000025,BGR,BHS,2013,98.6,98.6,2022-05-09T15:22:12Z,2013,1/1/2013,12/31/2013
28473596,MDG_0000000025,BGR,BHS,2014,98.9,98.9,2022-05-09T15:22:12Z,2014,1/1/2014,12/31/2014
28473597,MDG_0000000025,BGR,BHS,2015,98,98,2022-05-09T15:22:12Z,2015,1/1/2015,12/31/2015
28473598,MDG_0000000025,BGR,BHS,2016,99,99,2022-05-09T15:22:13Z,2016,1/1/2016,12/31/2016
28473599,MDG_0000000025,BGR,BHS,2018,99,99,2022-05-09T15:22:13Z,2018,1/1/2018,12/31/2018
28473600,MDG_0000000025,BHR,BHS,2019,99,99,2022-05-09T15:22:13Z,2019,1/1/2019,12/31/2019
28473601,MDG_0000000025,BHR,BHR,2000,97.7,97.7,2022-05-09T15:22:13Z,2000,1/1/2000,12/31/2000
28473602,MDG_0000000025,BHR,BHR,2001,97.5,97.5,2022-05-09T15:22:13Z,2001,1/1/2001,12/31/2001
28473603,MDG_0000000025,BHR,BHR,2002,97.6,97.6,2022-05-09T15:22:13Z,2002,1/1/2002,12/31/2002
28473604,MDG_0000000025,BHR,BHR,2003,97.8,97.8,2022-05-09T15:22:13Z,2003,1/1/2003,12/31/2003
28473605,MDG_0000000025,BHR,BHR,2004,97.7,97.7,2022-05-09T15:22:13Z,2004,1/1/2004,12/31/2004
28473606,MDG_0000000025,BHR,BHR,2005,97.5,97.5,2022-05-09T15:22:13Z,2005,1/1/2005,12/31/2005
28473607,MDG_0000000025,BHR,BHR,2006,97.5,97.5,2022-05-09T15:22:13Z,2006,1/1/2006,12/31/2006
28473608,MDG_0000000025,BHR,BHR,2007,97.4,97.4,2022-05-09T15:22:13Z,2007,1/1/2007,12/31/2007
28473609,MDG_0000000025,BHR,BHR,2008,97.5,97.5,2022-05-09T15:22:13Z,2008,1/1/2008,12/31/2008
28473610,MDG_0000000025,BHR,BHR,2009,99.4,99.4,2022-05-09T15:22:13Z,2009,1/1/2009,12/31/2009
28473611,MDG_0000000025,BHR,BHR,2010,99.3,99.3,2022-05-09T15:22:13Z,2010,1/1/2010,12/31/2010
28473612,MDG_0000000025,BHS,BHR,2011,99.6,99.6,2022-05-09T15:22:13Z,2011,1/1/2011,12/31/2011
28473613,MDG_0000000025,BHS,BHR,2012,99.8,99.8,2022-05-09T15:22:13Z,2012,1/1/2012,12/31/2012
28473614,MDG_0000000025,BHS,BHR,2013,99.8,99.8,2022-05-09T15:22:13Z,2013,1/1/2013,12/31/2013
28473615,MDG_0000000025,BHS,BHR,2014,99.8,99.8,2022-05-09T15:22:13Z,2014,1/1/2014,12/31/2014
28473616,MDG_0000000025,BHS,BHR,2015,99.9,99.9,2022-05-09T15:22:13Z,2015,1/1/2015,12/31/2015
28473617,MDG_0000000025,BHS,BHR,2016,99.7,99.7,2022-05-09T15:22:13Z,2016,1/1/2016,12/31/2016
28473618,MDG_0000000025,BHS,BHR,2017,99.9,99.9,2022-05-09T15:22:13Z,2017,1/1/2017,12/31/2017
28473619,MDG_0000000025,BHS,BHR,2018,99.6,99.6,2022-05-09T15:22:13Z,2018,1/1/2018,12/31/2018
28473620,MDG_0000000025,BHS,BHR,2019,99.6,99.6,2022-05-09T15:22:13Z,2019,1/1/2019,12/31/2019
28473621,MDG_0000000025,BHS,BGD,2000,12.1,12.1,2022-05-09T15:22:13Z,1999-2000,1/1/1999,12/31/2000
28473622,MDG_0000000025,BHS,BGD,2001,12,12,2022-05-09T15:22:13Z,2001,1/1/2001,12/31/2001
28473623,MDG_0000000025,BHS,BGD,2003,13.9,13.9,2022-05-09T15:22:13Z,2003,1/1/2003,12/31/2003
28473624,MDG_0000000025,BIH,BGD,2004,13.2,13.2,2022-05-09T15:22:13Z,2004,1/1/2004,12/31/2004
